,from,to,sizeofFrom,sizeofTo,sizeofFromandTo
8138,ツインテール,輪姦,2,1,0
8139,ツインテール,制服,2,1,0
8140,ツインテール,けもの/獣化,2,1,0
8141,ツインテール,主従,2,1,0
8142,ツインテール,女体化,2,1,0
8143,ツインテール,幼なじみ,2,1,0
8144,ツインテール,ほのぼの,2,1,0
8145,ツインテール,レイプ,2,1,0
8146,ツインテール,おもちゃ,2,1,0
8147,ツインテール,双子,2,1,0
8148,ツインテール,おねショタ,2,1,0
8149,ツインテール,ロングヘア,2,1,0
8150,ツインテール,ヤンデレ,2,1,0
8151,ツインテール,時間停止,2,1,0
8152,ツインテール,ゲイ/男同士,2,1,0
8153,ツインテール,監禁,2,1,0
8154,ツインテール,妖怪,2,1,0
8155,ツインテール,強気受け,2,1,0
8156,ツインテール,ノーマルプレイ,2,1,0
8157,ツインテール,着物/和服,2,1,0
8158,ツインテール,ツルペタ,2,1,0
8159,ツインテール,靴下,2,1,0
8160,ツインテール,金髪,2,1,0
8161,ツインテール,褐色/日焼け,2,1,0
8162,ツインテール,ロボット/アンドロイド,2,1,0
8163,ツインテール,ホラー,2,1,0
8164,ツインテール,ラブコメ,2,1,0
8165,ツインテール,ツンデレ,2,1,0
8166,ツインテール,ぶっかけ,2,1,0
8167,ツインテール,黒髪,2,1,0
8168,ツインテール,幽霊,2,1,0
8169,ツインテール,アヘ顔,2,1,0
8170,ツインテール,ショタ,2,1,0
8171,ツインテール,ムチムチ,2,1,0
8172,ツインテール,拘束,2,1,0
8173,ツインテール,姉妹,2,1,0
8174,ツインテール,不良/ヤンキー,2,1,0
8175,ツインテール,オールハッピー,2,1,0
8176,ツインテール,体育会系/スポーツ選手,2,1,0
8177,ツインテール,鬼畜,2,1,0
8178,ツインテール,メガネ,2,1,0
8179,ツインテール,ごっくん/食ザー,2,1,0
8180,ツインテール,水着,2,1,0
8181,露出,催眠,2,2,0
8182,露出,魔法使い/魔女,2,2,0
8183,露出,年上,2,2,0
8184,露出,女装,2,2,0
8185,露出,純愛,2,2,0
8186,露出,健全,2,1,0
8187,露出,セーラー服,2,1,0
8188,露出,妊娠/孕ませ,2,1,0
8189,露出,浮気,2,1,1
8190,露出,同棲,2,1,0
8191,露出,近親相姦,2,1,0
8192,露出,同居,2,1,0
8193,露出,売春/援交,2,1,0
8194,露出,触手,2,1,0
8195,露出,くすぐり,2,1,0
8196,露出,着衣,2,1,0
8197,露出,母乳,2,1,0
8198,露出,輪姦,2,1,0
8199,露出,制服,2,1,0
8200,露出,けもの/獣化,2,1,0
8201,露出,主従,2,1,0
8202,露出,女体化,2,1,0
8203,露出,幼なじみ,2,1,0
8204,露出,ほのぼの,2,1,0
8205,露出,レイプ,2,1,0
8206,露出,おもちゃ,2,1,0
8207,露出,双子,2,1,0
8208,露出,おねショタ,2,1,0
8209,露出,ロングヘア,2,1,0
8210,露出,ヤンデレ,2,1,0
8211,露出,時間停止,2,1,0
8212,露出,ゲイ/男同士,2,1,0
8213,露出,監禁,2,1,0
8214,露出,妖怪,2,1,0
8215,露出,強気受け,2,1,1
8216,露出,ノーマルプレイ,2,1,0
8217,露出,着物/和服,2,1,0
8218,露出,ツルペタ,2,1,0
8219,露出,靴下,2,1,0
8220,露出,金髪,2,1,0
8221,露出,褐色/日焼け,2,1,0
8222,露出,ロボット/アンドロイド,2,1,0
8223,露出,ホラー,2,1,0
8224,露出,ラブコメ,2,1,0
8225,露出,ツンデレ,2,1,0
8226,露出,ぶっかけ,2,1,0
8227,露出,黒髪,2,1,0
8228,露出,幽霊,2,1,0
8229,露出,アヘ顔,2,1,1
8230,露出,ショタ,2,1,0
8231,露出,ムチムチ,2,1,0
8232,露出,拘束,2,1,0
8233,露出,姉妹,2,1,0
8234,露出,不良/ヤンキー,2,1,0
8235,露出,オールハッピー,2,1,0
8236,露出,体育会系/スポーツ選手,2,1,0
8237,露出,鬼畜,2,1,0
8238,露出,メガネ,2,1,0
8239,露出,ごっくん/食ザー,2,1,0
8240,露出,水着,2,1,0
8241,催眠,魔法使い/魔女,2,2,0
8242,催眠,年上,2,2,0
8243,催眠,女装,2,2,0
8244,催眠,純愛,2,2,0
8245,催眠,健全,2,1,0
8246,催眠,セーラー服,2,1,0
8247,催眠,妊娠/孕ませ,2,1,0
8248,催眠,浮気,2,1,0
8249,催眠,同棲,2,1,0
8250,催眠,近親相姦,2,1,0
8251,催眠,同居,2,1,0
8252,催眠,売春/援交,2,1,0
8253,催眠,触手,2,1,0
8254,催眠,くすぐり,2,1,0
8255,催眠,着衣,2,1,0
8256,催眠,母乳,2,1,0
8257,催眠,輪姦,2,1,0
8258,催眠,制服,2,1,0
8259,催眠,けもの/獣化,2,1,1
8260,催眠,主従,2,1,0
8261,催眠,女体化,2,1,0
8262,催眠,幼なじみ,2,1,0
8263,催眠,ほのぼの,2,1,0
8264,催眠,レイプ,2,1,0
8265,催眠,おもちゃ,2,1,0
8266,催眠,双子,2,1,0
8267,催眠,おねショタ,2,1,0
8268,催眠,ロングヘア,2,1,0
8269,催眠,ヤンデレ,2,1,0
8270,催眠,時間停止,2,1,0
8271,催眠,ゲイ/男同士,2,1,0
8272,催眠,監禁,2,1,0
8273,催眠,妖怪,2,1,0
8274,催眠,強気受け,2,1,0
8275,催眠,ノーマルプレイ,2,1,0
8276,催眠,着物/和服,2,1,0
8277,催眠,ツルペタ,2,1,0
8278,催眠,靴下,2,1,0
8279,催眠,金髪,2,1,0
8280,催眠,褐色/日焼け,2,1,0
8281,催眠,ロボット/アンドロイド,2,1,0
8282,催眠,ホラー,2,1,0
8283,催眠,ラブコメ,2,1,0
8284,催眠,ツンデレ,2,1,0
8285,催眠,ぶっかけ,2,1,0
8286,催眠,黒髪,2,1,0
8287,催眠,幽霊,2,1,0
8288,催眠,アヘ顔,2,1,0
8289,催眠,ショタ,2,1,0
8290,催眠,ムチムチ,2,1,0
8291,催眠,拘束,2,1,0
8292,催眠,姉妹,2,1,0
8293,催眠,不良/ヤンキー,2,1,0
8294,催眠,オールハッピー,2,1,0
8295,催眠,体育会系/スポーツ選手,2,1,0
8296,催眠,鬼畜,2,1,0
8297,催眠,メガネ,2,1,0
8298,催眠,ごっくん/食ザー,2,1,0
8299,催眠,水着,2,1,0
8300,魔法使い/魔女,年上,2,2,0
8301,魔法使い/魔女,女装,2,2,0
8302,魔法使い/魔女,純愛,2,2,0
8303,魔法使い/魔女,健全,2,1,0
8304,魔法使い/魔女,セーラー服,2,1,0
8305,魔法使い/魔女,妊娠/孕ませ,2,1,0
8306,魔法使い/魔女,浮気,2,1,0
8307,魔法使い/魔女,同棲,2,1,0
8308,魔法使い/魔女,近親相姦,2,1,0
8309,魔法使い/魔女,同居,2,1,0
8310,魔法使い/魔女,売春/援交,2,1,0
8311,魔法使い/魔女,触手,2,1,0
8312,魔法使い/魔女,くすぐり,2,1,0
8313,魔法使い/魔女,着衣,2,1,0
8314,魔法使い/魔女,母乳,2,1,0
8315,魔法使い/魔女,輪姦,2,1,0
8316,魔法使い/魔女,制服,2,1,0
8317,魔法使い/魔女,けもの/獣化,2,1,0
8318,魔法使い/魔女,主従,2,1,0
8319,魔法使い/魔女,女体化,2,1,0
8320,魔法使い/魔女,幼なじみ,2,1,0
8321,魔法使い/魔女,ほのぼの,2,1,0
8322,魔法使い/魔女,レイプ,2,1,0
8323,魔法使い/魔女,おもちゃ,2,1,0
8324,魔法使い/魔女,双子,2,1,0
8325,魔法使い/魔女,おねショタ,2,1,0
8326,魔法使い/魔女,ロングヘア,2,1,0
8327,魔法使い/魔女,ヤンデレ,2,1,0
8328,魔法使い/魔女,時間停止,2,1,0
8329,魔法使い/魔女,ゲイ/男同士,2,1,0
8330,魔法使い/魔女,監禁,2,1,0
8331,魔法使い/魔女,妖怪,2,1,0
8332,魔法使い/魔女,強気受け,2,1,0
8333,魔法使い/魔女,ノーマルプレイ,2,1,0
8334,魔法使い/魔女,着物/和服,2,1,0
8335,魔法使い/魔女,ツルペタ,2,1,0
8336,魔法使い/魔女,靴下,2,1,0
8337,魔法使い/魔女,金髪,2,1,0
8338,魔法使い/魔女,褐色/日焼け,2,1,0
8339,魔法使い/魔女,ロボット/アンドロイド,2,1,0
8340,魔法使い/魔女,ホラー,2,1,0
8341,魔法使い/魔女,ラブコメ,2,1,0
8342,魔法使い/魔女,ツンデレ,2,1,0
8343,魔法使い/魔女,ぶっかけ,2,1,0
8344,魔法使い/魔女,黒髪,2,1,0
8345,魔法使い/魔女,幽霊,2,1,0
8346,魔法使い/魔女,アヘ顔,2,1,0
8347,魔法使い/魔女,ショタ,2,1,0
8348,魔法使い/魔女,ムチムチ,2,1,0
8349,魔法使い/魔女,拘束,2,1,0
8350,魔法使い/魔女,姉妹,2,1,0
8351,魔法使い/魔女,不良/ヤンキー,2,1,0
8352,魔法使い/魔女,オールハッピー,2,1,0
8353,魔法使い/魔女,体育会系/スポーツ選手,2,1,0
8354,魔法使い/魔女,鬼畜,2,1,0
8355,魔法使い/魔女,メガネ,2,1,0
8356,魔法使い/魔女,ごっくん/食ザー,2,1,0
8357,魔法使い/魔女,水着,2,1,0
8358,年上,女装,2,2,0
8359,年上,純愛,2,2,0
8360,年上,健全,2,1,0
8361,年上,セーラー服,2,1,0
8362,年上,妊娠/孕ませ,2,1,0
8363,年上,浮気,2,1,0
8364,年上,同棲,2,1,0
8365,年上,近親相姦,2,1,0
8366,年上,同居,2,1,0
8367,年上,売春/援交,2,1,0
8368,年上,触手,2,1,0
8369,年上,くすぐり,2,1,0
8370,年上,着衣,2,1,0
8371,年上,母乳,2,1,0
8372,年上,輪姦,2,1,0
8373,年上,制服,2,1,0
8374,年上,けもの/獣化,2,1,0
8375,年上,主従,2,1,0
8376,年上,女体化,2,1,0
8377,年上,幼なじみ,2,1,0
8378,年上,ほのぼの,2,1,0
8379,年上,レイプ,2,1,0
8380,年上,おもちゃ,2,1,0
8381,年上,双子,2,1,0
8382,年上,おねショタ,2,1,0
8383,年上,ロングヘア,2,1,0
8384,年上,ヤンデレ,2,1,0
8385,年上,時間停止,2,1,0
8386,年上,ゲイ/男同士,2,1,0
8387,年上,監禁,2,1,0
8388,年上,妖怪,2,1,0
8389,年上,強気受け,2,1,0
8390,年上,ノーマルプレイ,2,1,0
8391,年上,着物/和服,2,1,0
8392,年上,ツルペタ,2,1,0
8393,年上,靴下,2,1,0
8394,年上,金髪,2,1,0
8395,年上,褐色/日焼け,2,1,0
8396,年上,ロボット/アンドロイド,2,1,0
8397,年上,ホラー,2,1,0
8398,年上,ラブコメ,2,1,0
8399,年上,ツンデレ,2,1,0
8400,年上,ぶっかけ,2,1,0
8401,年上,黒髪,2,1,0
8402,年上,幽霊,2,1,0
8403,年上,アヘ顔,2,1,0
8404,年上,ショタ,2,1,0
8405,年上,ムチムチ,2,1,0
8406,年上,拘束,2,1,0
8407,年上,姉妹,2,1,0
8408,年上,不良/ヤンキー,2,1,0
8409,年上,オールハッピー,2,1,0
8410,年上,体育会系/スポーツ選手,2,1,0
8411,年上,鬼畜,2,1,0
8412,年上,メガネ,2,1,0
8413,年上,ごっくん/食ザー,2,1,0
8414,年上,水着,2,1,0
8415,女装,純愛,2,2,0
8416,女装,健全,2,1,0
8417,女装,セーラー服,2,1,0
8418,女装,妊娠/孕ませ,2,1,0
8419,女装,浮気,2,1,0
8420,女装,同棲,2,1,0
8421,女装,近親相姦,2,1,0
8422,女装,同居,2,1,0
8423,女装,売春/援交,2,1,0
8424,女装,触手,2,1,0
8425,女装,くすぐり,2,1,0
8426,女装,着衣,2,1,0
8427,女装,母乳,2,1,0
8428,女装,輪姦,2,1,0
8429,女装,制服,2,1,0
8430,女装,けもの/獣化,2,1,0
8431,女装,主従,2,1,0
8432,女装,女体化,2,1,1
8433,女装,幼なじみ,2,1,0
8434,女装,ほのぼの,2,1,0
8435,女装,レイプ,2,1,0
8436,女装,おもちゃ,2,1,0
8437,女装,双子,2,1,0
8438,女装,おねショタ,2,1,0
8439,女装,ロングヘア,2,1,0
8440,女装,ヤンデレ,2,1,0
8441,女装,時間停止,2,1,0
8442,女装,ゲイ/男同士,2,1,0
8443,女装,監禁,2,1,0
8444,女装,妖怪,2,1,0
8445,女装,強気受け,2,1,0
8446,女装,ノーマルプレイ,2,1,0
8447,女装,着物/和服,2,1,0
8448,女装,ツルペタ,2,1,0
8449,女装,靴下,2,1,0
8450,女装,金髪,2,1,0
8451,女装,褐色/日焼け,2,1,0
8452,女装,ロボット/アンドロイド,2,1,0
8453,女装,ホラー,2,1,0
8454,女装,ラブコメ,2,1,0
8455,女装,ツンデレ,2,1,0
8456,女装,ぶっかけ,2,1,0
8457,女装,黒髪,2,1,0
8458,女装,幽霊,2,1,0
8459,女装,アヘ顔,2,1,0
8460,女装,ショタ,2,1,0
8461,女装,ムチムチ,2,1,0
8462,女装,拘束,2,1,0
8463,女装,姉妹,2,1,0
8464,女装,不良/ヤンキー,2,1,0
8465,女装,オールハッピー,2,1,0
8466,女装,体育会系/スポーツ選手,2,1,0
8467,女装,鬼畜,2,1,0
8468,女装,メガネ,2,1,0
8469,女装,ごっくん/食ザー,2,1,0
8470,女装,水着,2,1,0
8471,純愛,健全,2,1,0
8472,純愛,セーラー服,2,1,0
8473,純愛,妊娠/孕ませ,2,1,0
8474,純愛,浮気,2,1,0
8475,純愛,同棲,2,1,0
8476,純愛,近親相姦,2,1,0
8477,純愛,同居,2,1,0
8478,純愛,売春/援交,2,1,0
8479,純愛,触手,2,1,0
8480,純愛,くすぐり,2,1,0
8481,純愛,着衣,2,1,0
8482,純愛,母乳,2,1,0
8483,純愛,輪姦,2,1,0
8484,純愛,制服,2,1,0
8485,純愛,けもの/獣化,2,1,0
8486,純愛,主従,2,1,0
8487,純愛,女体化,2,1,0
8488,純愛,幼なじみ,2,1,0
8489,純愛,ほのぼの,2,1,0
8490,純愛,レイプ,2,1,0
8491,純愛,おもちゃ,2,1,0
8492,純愛,双子,2,1,0
8493,純愛,おねショタ,2,1,0
8494,純愛,ロングヘア,2,1,0
8495,純愛,ヤンデレ,2,1,0
8496,純愛,時間停止,2,1,0
8497,純愛,ゲイ/男同士,2,1,0
8498,純愛,監禁,2,1,0
8499,純愛,妖怪,2,1,0
8500,純愛,強気受け,2,1,0
8501,純愛,ノーマルプレイ,2,1,0
8502,純愛,着物/和服,2,1,0
8503,純愛,ツルペタ,2,1,0
8504,純愛,靴下,2,1,0
8505,純愛,金髪,2,1,0
8506,純愛,褐色/日焼け,2,1,0
8507,純愛,ロボット/アンドロイド,2,1,0
8508,純愛,ホラー,2,1,0
8509,純愛,ラブコメ,2,1,1
8510,純愛,ツンデレ,2,1,0
8511,純愛,ぶっかけ,2,1,0
8512,純愛,黒髪,2,1,0
8513,純愛,幽霊,2,1,0
8514,純愛,アヘ顔,2,1,0
8515,純愛,ショタ,2,1,0
8516,純愛,ムチムチ,2,1,0
8517,純愛,拘束,2,1,0
8518,純愛,姉妹,2,1,0
8519,純愛,不良/ヤンキー,2,1,0
8520,純愛,オールハッピー,2,1,0
8521,純愛,体育会系/スポーツ選手,2,1,0
8522,純愛,鬼畜,2,1,0
8523,純愛,メガネ,2,1,0
8524,純愛,ごっくん/食ザー,2,1,0
8525,純愛,水着,2,1,0
8526,健全,セーラー服,1,1,0
8527,健全,妊娠/孕ませ,1,1,0
8528,健全,浮気,1,1,0
8529,健全,同棲,1,1,0
8530,健全,近親相姦,1,1,0
8531,健全,同居,1,1,0
8532,健全,売春/援交,1,1,0
8533,健全,触手,1,1,0
8534,健全,くすぐり,1,1,0
8535,健全,着衣,1,1,0
8536,健全,母乳,1,1,0
8537,健全,輪姦,1,1,0
8538,健全,制服,1,1,0
8539,健全,けもの/獣化,1,1,0
8540,健全,主従,1,1,0
8541,健全,女体化,1,1,0
8542,健全,幼なじみ,1,1,0
8543,健全,ほのぼの,1,1,0
8544,健全,レイプ,1,1,0
8545,健全,おもちゃ,1,1,0
8546,健全,双子,1,1,0
8547,健全,おねショタ,1,1,0
8548,健全,ロングヘア,1,1,0
8549,健全,ヤンデレ,1,1,0
8550,健全,時間停止,1,1,0
8551,健全,ゲイ/男同士,1,1,0
8552,健全,監禁,1,1,0
8553,健全,妖怪,1,1,0
8554,健全,強気受け,1,1,0
8555,健全,ノーマルプレイ,1,1,0
8556,健全,着物/和服,1,1,0
8557,健全,ツルペタ,1,1,0
8558,健全,靴下,1,1,0
8559,健全,金髪,1,1,1
8560,健全,褐色/日焼け,1,1,0
8561,健全,ロボット/アンドロイド,1,1,0
8562,健全,ホラー,1,1,0
8563,健全,ラブコメ,1,1,0
8564,健全,ツンデレ,1,1,0
8565,健全,ぶっかけ,1,1,0
8566,健全,黒髪,1,1,0
8567,健全,幽霊,1,1,0
8568,健全,アヘ顔,1,1,0
8569,健全,ショタ,1,1,0
8570,健全,ムチムチ,1,1,0
8571,健全,拘束,1,1,0
8572,健全,姉妹,1,1,0
8573,健全,不良/ヤンキー,1,1,0
8574,健全,オールハッピー,1,1,0
8575,健全,体育会系/スポーツ選手,1,1,0
8576,健全,鬼畜,1,1,0
8577,健全,メガネ,1,1,0
8578,健全,ごっくん/食ザー,1,1,0
8579,健全,水着,1,1,0
8580,セーラー服,妊娠/孕ませ,1,1,0
8581,セーラー服,浮気,1,1,0
8582,セーラー服,同棲,1,1,0
8583,セーラー服,近親相姦,1,1,0
8584,セーラー服,同居,1,1,0
8585,セーラー服,売春/援交,1,1,0
8586,セーラー服,触手,1,1,0
8587,セーラー服,くすぐり,1,1,0
8588,セーラー服,着衣,1,1,0
8589,セーラー服,母乳,1,1,0
8590,セーラー服,輪姦,1,1,0
8591,セーラー服,制服,1,1,0
8592,セーラー服,けもの/獣化,1,1,0
8593,セーラー服,主従,1,1,0
8594,セーラー服,女体化,1,1,0
8595,セーラー服,幼なじみ,1,1,0
8596,セーラー服,ほのぼの,1,1,0
8597,セーラー服,レイプ,1,1,0
8598,セーラー服,おもちゃ,1,1,0
8599,セーラー服,双子,1,1,0
8600,セーラー服,おねショタ,1,1,0
8601,セーラー服,ロングヘア,1,1,0
8602,セーラー服,ヤンデレ,1,1,0
8603,セーラー服,時間停止,1,1,0
8604,セーラー服,ゲイ/男同士,1,1,0
8605,セーラー服,監禁,1,1,0
8606,セーラー服,妖怪,1,1,0
8607,セーラー服,強気受け,1,1,0
8608,セーラー服,ノーマルプレイ,1,1,0
8609,セーラー服,着物/和服,1,1,0
8610,セーラー服,ツルペタ,1,1,0
8611,セーラー服,靴下,1,1,0
8612,セーラー服,金髪,1,1,0
8613,セーラー服,褐色/日焼け,1,1,0
8614,セーラー服,ロボット/アンドロイド,1,1,0
8615,セーラー服,ホラー,1,1,0
8616,セーラー服,ラブコメ,1,1,0
8617,セーラー服,ツンデレ,1,1,0
8618,セーラー服,ぶっかけ,1,1,0
8619,セーラー服,黒髪,1,1,0
8620,セーラー服,幽霊,1,1,0
8621,セーラー服,アヘ顔,1,1,0
8622,セーラー服,ショタ,1,1,0
8623,セーラー服,ムチムチ,1,1,0
8624,セーラー服,拘束,1,1,0
8625,セーラー服,姉妹,1,1,0
8626,セーラー服,不良/ヤンキー,1,1,0
8627,セーラー服,オールハッピー,1,1,0
8628,セーラー服,体育会系/スポーツ選手,1,1,0
8629,セーラー服,鬼畜,1,1,0
8630,セーラー服,メガネ,1,1,0
8631,セーラー服,ごっくん/食ザー,1,1,0
8632,セーラー服,水着,1,1,0
8633,妊娠/孕ませ,浮気,1,1,0
8634,妊娠/孕ませ,同棲,1,1,0
8635,妊娠/孕ませ,近親相姦,1,1,0
8636,妊娠/孕ませ,同居,1,1,0
8637,妊娠/孕ませ,売春/援交,1,1,0
8638,妊娠/孕ませ,触手,1,1,0
8639,妊娠/孕ませ,くすぐり,1,1,0
8640,妊娠/孕ませ,着衣,1,1,0
8641,妊娠/孕ませ,母乳,1,1,0
8642,妊娠/孕ませ,輪姦,1,1,0
8643,妊娠/孕ませ,制服,1,1,0
8644,妊娠/孕ませ,けもの/獣化,1,1,0
8645,妊娠/孕ませ,主従,1,1,0
8646,妊娠/孕ませ,女体化,1,1,0
8647,妊娠/孕ませ,幼なじみ,1,1,0
8648,妊娠/孕ませ,ほのぼの,1,1,0
8649,妊娠/孕ませ,レイプ,1,1,0
8650,妊娠/孕ませ,おもちゃ,1,1,0
8651,妊娠/孕ませ,双子,1,1,0
8652,妊娠/孕ませ,おねショタ,1,1,0
8653,妊娠/孕ませ,ロングヘア,1,1,0
8654,妊娠/孕ませ,ヤンデレ,1,1,0
8655,妊娠/孕ませ,時間停止,1,1,0
8656,妊娠/孕ませ,ゲイ/男同士,1,1,0
8657,妊娠/孕ませ,監禁,1,1,0
8658,妊娠/孕ませ,妖怪,1,1,0
8659,妊娠/孕ませ,強気受け,1,1,0
8660,妊娠/孕ませ,ノーマルプレイ,1,1,0
8661,妊娠/孕ませ,着物/和服,1,1,0
8662,妊娠/孕ませ,ツルペタ,1,1,0
8663,妊娠/孕ませ,靴下,1,1,0
8664,妊娠/孕ませ,金髪,1,1,0
8665,妊娠/孕ませ,褐色/日焼け,1,1,0
8666,妊娠/孕ませ,ロボット/アンドロイド,1,1,0
8667,妊娠/孕ませ,ホラー,1,1,0
8668,妊娠/孕ませ,ラブコメ,1,1,0
8669,妊娠/孕ませ,ツンデレ,1,1,0
8670,妊娠/孕ませ,ぶっかけ,1,1,0
8671,妊娠/孕ませ,黒髪,1,1,0
8672,妊娠/孕ませ,幽霊,1,1,0
8673,妊娠/孕ませ,アヘ顔,1,1,0
8674,妊娠/孕ませ,ショタ,1,1,0
8675,妊娠/孕ませ,ムチムチ,1,1,0
8676,妊娠/孕ませ,拘束,1,1,0
8677,妊娠/孕ませ,姉妹,1,1,0
8678,妊娠/孕ませ,不良/ヤンキー,1,1,0
8679,妊娠/孕ませ,オールハッピー,1,1,0
8680,妊娠/孕ませ,体育会系/スポーツ選手,1,1,0
8681,妊娠/孕ませ,鬼畜,1,1,0
8682,妊娠/孕ませ,メガネ,1,1,0
8683,妊娠/孕ませ,ごっくん/食ザー,1,1,0
8684,妊娠/孕ませ,水着,1,1,0
8685,浮気,同棲,1,1,0
8686,浮気,近親相姦,1,1,0
8687,浮気,同居,1,1,0
8688,浮気,売春/援交,1,1,0
8689,浮気,触手,1,1,0
8690,浮気,くすぐり,1,1,0
8691,浮気,着衣,1,1,0
8692,浮気,母乳,1,1,0
8693,浮気,輪姦,1,1,0
8694,浮気,制服,1,1,0
8695,浮気,けもの/獣化,1,1,0
8696,浮気,主従,1,1,0
8697,浮気,女体化,1,1,0
8698,浮気,幼なじみ,1,1,0
8699,浮気,ほのぼの,1,1,0
8700,浮気,レイプ,1,1,0
8701,浮気,おもちゃ,1,1,0
8702,浮気,双子,1,1,0
8703,浮気,おねショタ,1,1,0
8704,浮気,ロングヘア,1,1,0
8705,浮気,ヤンデレ,1,1,0
8706,浮気,時間停止,1,1,0
8707,浮気,ゲイ/男同士,1,1,0
8708,浮気,監禁,1,1,0
8709,浮気,妖怪,1,1,0
8710,浮気,強気受け,1,1,0
8711,浮気,ノーマルプレイ,1,1,0
8712,浮気,着物/和服,1,1,0
8713,浮気,ツルペタ,1,1,0
8714,浮気,靴下,1,1,0
8715,浮気,金髪,1,1,0
8716,浮気,褐色/日焼け,1,1,0
8717,浮気,ロボット/アンドロイド,1,1,0
8718,浮気,ホラー,1,1,0
8719,浮気,ラブコメ,1,1,0
8720,浮気,ツンデレ,1,1,0
8721,浮気,ぶっかけ,1,1,0
8722,浮気,黒髪,1,1,0
8723,浮気,幽霊,1,1,0
8724,浮気,アヘ顔,1,1,0
8725,浮気,ショタ,1,1,0
8726,浮気,ムチムチ,1,1,0
8727,浮気,拘束,1,1,0
8728,浮気,姉妹,1,1,0
8729,浮気,不良/ヤンキー,1,1,0
8730,浮気,オールハッピー,1,1,0
8731,浮気,体育会系/スポーツ選手,1,1,0
8732,浮気,鬼畜,1,1,0
8733,浮気,メガネ,1,1,0
8734,浮気,ごっくん/食ザー,1,1,0
8735,浮気,水着,1,1,0
8736,同棲,近親相姦,1,1,0
8737,同棲,同居,1,1,0
8738,同棲,売春/援交,1,1,0
8739,同棲,触手,1,1,0
8740,同棲,くすぐり,1,1,0
8741,同棲,着衣,1,1,0
8742,同棲,母乳,1,1,0
8743,同棲,輪姦,1,1,0
8744,同棲,制服,1,1,0
8745,同棲,けもの/獣化,1,1,0
8746,同棲,主従,1,1,0
8747,同棲,女体化,1,1,0
8748,同棲,幼なじみ,1,1,0
8749,同棲,ほのぼの,1,1,1
8750,同棲,レイプ,1,1,0
8751,同棲,おもちゃ,1,1,0
8752,同棲,双子,1,1,0
8753,同棲,おねショタ,1,1,0
8754,同棲,ロングヘア,1,1,0
8755,同棲,ヤンデレ,1,1,0
8756,同棲,時間停止,1,1,0
8757,同棲,ゲイ/男同士,1,1,0
8758,同棲,監禁,1,1,0
8759,同棲,妖怪,1,1,0
8760,同棲,強気受け,1,1,0
8761,同棲,ノーマルプレイ,1,1,0
8762,同棲,着物/和服,1,1,0
8763,同棲,ツルペタ,1,1,0
8764,同棲,靴下,1,1,0
8765,同棲,金髪,1,1,0
8766,同棲,褐色/日焼け,1,1,0
8767,同棲,ロボット/アンドロイド,1,1,0
8768,同棲,ホラー,1,1,0
8769,同棲,ラブコメ,1,1,0
8770,同棲,ツンデレ,1,1,0
8771,同棲,ぶっかけ,1,1,0
8772,同棲,黒髪,1,1,0
8773,同棲,幽霊,1,1,0
8774,同棲,アヘ顔,1,1,0
8775,同棲,ショタ,1,1,0
8776,同棲,ムチムチ,1,1,0
8777,同棲,拘束,1,1,0
8778,同棲,姉妹,1,1,0
8779,同棲,不良/ヤンキー,1,1,0
8780,同棲,オールハッピー,1,1,0
8781,同棲,体育会系/スポーツ選手,1,1,0
8782,同棲,鬼畜,1,1,0
8783,同棲,メガネ,1,1,0
8784,同棲,ごっくん/食ザー,1,1,0
8785,同棲,水着,1,1,0
8786,近親相姦,同居,1,1,1
8787,近親相姦,売春/援交,1,1,0
8788,近親相姦,触手,1,1,0
8789,近親相姦,くすぐり,1,1,0
8790,近親相姦,着衣,1,1,0
8791,近親相姦,母乳,1,1,0
8792,近親相姦,輪姦,1,1,0
8793,近親相姦,制服,1,1,0
8794,近親相姦,けもの/獣化,1,1,0
8795,近親相姦,主従,1,1,0
8796,近親相姦,女体化,1,1,0
8797,近親相姦,幼なじみ,1,1,0
8798,近親相姦,ほのぼの,1,1,0
8799,近親相姦,レイプ,1,1,0
8800,近親相姦,おもちゃ,1,1,0
8801,近親相姦,双子,1,1,0
8802,近親相姦,おねショタ,1,1,0
8803,近親相姦,ロングヘア,1,1,0
8804,近親相姦,ヤンデレ,1,1,0
8805,近親相姦,時間停止,1,1,0
8806,近親相姦,ゲイ/男同士,1,1,0
8807,近親相姦,監禁,1,1,0
8808,近親相姦,妖怪,1,1,0
8809,近親相姦,強気受け,1,1,0
8810,近親相姦,ノーマルプレイ,1,1,0
8811,近親相姦,着物/和服,1,1,0
8812,近親相姦,ツルペタ,1,1,0
8813,近親相姦,靴下,1,1,0
8814,近親相姦,金髪,1,1,0
8815,近親相姦,褐色/日焼け,1,1,0
8816,近親相姦,ロボット/アンドロイド,1,1,0
8817,近親相姦,ホラー,1,1,0
8818,近親相姦,ラブコメ,1,1,0
8819,近親相姦,ツンデレ,1,1,0
8820,近親相姦,ぶっかけ,1,1,0
8821,近親相姦,黒髪,1,1,0
8822,近親相姦,幽霊,1,1,0
8823,近親相姦,アヘ顔,1,1,0
8824,近親相姦,ショタ,1,1,0
8825,近親相姦,ムチムチ,1,1,0
8826,近親相姦,拘束,1,1,0
8827,近親相姦,姉妹,1,1,1
8828,近親相姦,不良/ヤンキー,1,1,0
8829,近親相姦,オールハッピー,1,1,0
